returns
0.00249621
0.00180981
-0.010217
0.00532687
0.00286123
0.00206081
-0.00488484
0.000426207
0.00966883
0.0015383
0.012395
-0.00199712
-0.0113588
-0.00732069
-0.00736934
0.00902767
-0.0391547
0.0120225
0.00150355
-0.014712
-0.024085
0.00617169
0.0240035
0.00844424
0.0171734
0.00367543
-0.00382445
0.00854899
-0.00224271
-0.000936834
-0.00903544
-0.00130038
-0.000247395
0.0118103
-0.017196
-0.00226798
-0.039182
-0.0164062
0.00196675
-0.03126
-0.0289244
0.0225175
0.0125137
0.026302
-0.012405
-0.0287922
-0.0935906
-0.00288759
-0.0161525
-0.0965643
0.00707675
-0.0424468
0.0535038
-0.0404523
0.0204355
0.0305965
-0.0100813
0.0929189
0.0659811
0.0112375
-0.0442985
0.0310451
-0.00650228
-0.0221259
0.0196629
-0.0234421
0.00656517
0.0177045
0.00316015
0.00620334
0.00648847
-0.0308881
-0.00890988
0.0205376
0.0200427
-0.0366656
0.0196688
0.0074977
-0.0106741
0.0130992
0.0263915
0.0151867
0.0113878
-0.0538495
0.0190026
-0.0185652
0.0182914
0.0137615
-0.000838495
-0.00709917
-0.0321712
-0.0134842
0.00279423
0.0440097
-0.00784737
0.0172247
-0.0180049
-0.0016597
0.0158909
-0.0025488
0.0131599
0.0251101
-0.00479631
0.00313265
0.0161121
0.0313613
-0.00940303
0.029215
-0.0069533
-0.0069994
-0.00382641
-0.0262964
-0.000387693
-0.00856705
0.0383482
0.0122331
-0.00309496
0.00749039
-0.00907121
0.0148182
-0.017116
0.00804737
0.00636946
0.00277828
-0.00401244
0.00380668
0.0296053
-0.00969276
0.00773967
-0.00810062
-0.0113217
-0.00846847
0.0069636
0.00490393
-0.00224344
0.0174599
-0.00934502
0.00179256
-0.00445945
0.00351838
-0.0151614
0.00634221
-0.0154176
-0.00176264
0.00369969
0.0049968
-0.0155727
-0.00908278
0.00159414
0.0136752
0.00714768
-0.0144191
-0.00390661
0.000799208
0.0136453
0.012969
-0.00478592
-0.0144305
-0.000286446
-0.00349582
0.0118008
-0.0146117
-0.0134618
0.0234196
-0.00228497
0.00613633
-0.00300179
-0.00772335
-0.00426374
-0.000673702
0.0129728
-0.00705767
-0.0130425
0.0189537
-0.0169416
0.0197647
-0.00352217
-0.000276976
-0.00453307
0.00685727
-0.00609319
-0.0075772
-0.012184
-0.0292833
0.00614571
0.00727603
-0.0145245
-0.0113097
0.0276707
0.000763234
-0.00176079
0.00627691
-0.00530315
0.00490378
0.00475411
-0.00674645
0.0055187
0.0131602
0.00846335
-0.00581677
0.00563224
-0.0231196
0.0195513
-0.00785085
0.00486601
-0.0149667
-0.00504432
0.0139297
-0.0177834
-0.00800818
-0.0308075
-0.0020326
0.00403622
0.0294467
0.025121
0.0278817
-0.00548018
-0.00529837
0.0787811
0.0222011
0.00411273
-0.00814009
-0.00242176
0.0205926
0.000801127
-0.00164074
-0.0130515
0.00549567
-0.000243134
-0.00390868
0.0143834
0.000330152
0.00947422
-0.0192838
0.00330435
0.00387607
-0.00419428
0.0125333
-0.0098769
-0.000506073
-0.00706286
0.00439861
-0.00651483
-0.00260542
-0.00194088
0.0141231
-0.00984239
-0.00108057
-0.0327887
0.0173439
0.0125055
-0.00261336
0.0137626
0.00648747
-0.000464918
-0.00754334
0.00165605
0.000287468
0.0127022
-4.90404e-05
-0.00171723
-0.00608839
-0.00811987
0.00405507
-0.00122902
-0.00397199
-0.00404039
0.00276464
-0.00616654
-0.00577353
0.000944509
-0.00289235
0.0104509
-0.01272
0.000232582
-0.0250217
0.0123392
